image_id,healthy,multiple_diseases,rust,scab
Test_494,0.0007303844,0,0.987265408,0.0006307478
Test_495,8.89583461685106E-05,0,4.49105100415181E-05,0.9987082481
Test_496,0.9996012449,0,0.0001757026,0.000127178
Test_497,0.0016210694,0,0.0004810657,0.9950395823
Test_498,0.9970537424,0,0.0007228692,0.0012827289
Test_499,0.0024718149,0,0.9757474661,0.0005395408
Test_500,0.0001346152,0,0.9989011884,2.61155473708641E-05
Test_501,0.9941231608,0,0.0015462094,0.0016006712
Test_502,0.9981387258,0,0.0005232875,0.0001223886
Test_503,0.0134805245,0,0.975241363,0.0016567509
Test_504,0.0105600916,0,0.0013117144,0.9791311026
Test_505,0.2108676732,0,0.0033589448,0.7389785051
Test_506,0.0002911392,0,0.1129324585,0.0007613936
Test_507,0.002891625,0,0.9611900449,0.0039225826
Test_508,6.07096299063414E-05,0,0.9977831841,8.52156081236899E-05
Test_509,0.0002377112,0,0.9954800606,0.0001923052
Test_510,0.0005960516,0,0.8534296751,0.000548473
Test_511,0.0018375211,0,0.0017200041,0.9901822805
Test_512,0.9985144734,0,0.0005000568,0.0002112547
Test_513,0.0908558518,0,0.2505370677,0.5220487714
Test_514,0.8307151794,0,0.0108607486,0.0160938744
Test_515,0.005372616,0,0.9728716016,0.0031826489
Test_516,0.0005105265,0,0.9930521846,0.0004322067
Test_517,8.68665156303905E-05,0,8.66192203829996E-05,0.9928473234
Test_518,0.0050205127,0,0.6536751986,0.0159119423
Test_519,0.0023476174,0,0.0004384194,0.9655445218
Test_520,0.0012222715,0,0.3004831672,0.0044806344
Test_521,0.6975297928,0,0.003125726,0.2634130418
Test_522,0.0019348304,0,0.9925530553,0.000985068
Test_523,0.0023819413,0,0.992515862,0.0004740186
Test_524,1.26833010654082E-05,0,0.9999334216,4.90735965286149E-06
Test_525,0.7973585129,0,0.0772003308,0.0314906538
Test_526,0.006342872,0,0.8184645772,0.0057143983
Test_527,0.0003597724,0,0.9749649167,0.0001883291
Test_528,0.0010453336,0,0.9575880766,0.0003687284
Test_529,0.0004799135,0,0.000286637,0.9944497943
Test_530,0.9834476709,0,0.0008966083,0.0149094816
Test_531,0.000100654,0,0.9906243086,7.65806980780326E-05
Test_532,0.0111487526,0,0.8847411275,0.009488387
Test_533,0.0021352489,0,0.0015811704,0.3758321404
Test_534,0.0001342289,0,0.0001214115,0.9990372658
Test_535,0.0011383696,0,0.9894253016,0.0007834712
Test_536,0.0035141627,0,0.7188574076,0.0421774238
Test_537,0.0003538821,0,0.9975743294,0.000123318
Test_538,2.8795760954381E-05,0,4.95155582029838E-05,0.9997059107
Test_539,0.0046502049,0,0.9741492271,0.0013917965
Test_540,0.0008112198,0,0.9971972704,0.0004377298
Test_541,0.9185911417,0,0.0496785343,0.0111755216
Test_542,0.9978193045,0,0.0003222419,0.0003998125
Test_543,0.0061237784,0,0.2586916387,0.1938376725
Test_544,0.0004532991,0,0.9948506355,0.0002479415
Test_545,0.0048731477,0,0.9205621481,0.0037874891
Test_546,7.29668317944743E-05,0,1.29922382257064E-05,0.9981746674
Test_547,2.17012748180423E-05,0,0.9990743399,2.06113854801515E-05
Test_548,0.0057975077,0,0.71071136,0.0061839581
Test_549,0.0005889594,0,0.0002379296,0.995028317
Test_550,0.0011238571,0,0.0006477986,0.9946891665
Test_551,0.999065876,0,0.000268552,0.0002743731
Test_552,0.0021723052,0,0.3797686398,0.0050024348
Test_553,0.0034099862,0,0.0025859152,0.9823468924
Test_554,0.0100143729,0,0.0114540998,0.336355567
Test_555,0.0032969452,0,0.0004321685,0.9636205435
Test_556,0.9936993718,0,0.0008626934,0.0018137142
Test_557,0.0019804284,0,0.0997602269,0.013761783
Test_558,0.0044408105,0,0.5137295723,0.0039639524
Test_559,0.9712976217,0,0.0012015465,0.019826673
Test_560,0.0011586722,0,0.9878803492,0.0006473094
Test_561,0.0018302795,0,0.2691074014,0.0025671483
Test_562,0.016979957,0,0.3997370601,0.0056014131
Test_563,0.0006738618,0,0.0546089895,0.0045473897
Test_564,0.0002777507,0,0.2016392499,0.0039133099
Test_565,0.0081780329,0,0.8816968799,0.0059102653
Test_566,0.0026676347,0,0.8806358576,0.0015819489
Test_567,0.0004890297,0,0.0003667627,0.991397202
Test_568,0.0142469378,0,0.9836850166,0.0006331913
Test_569,0.0181304645,0,0.0400734358,0.5997453928
Test_570,0.2055637389,0,0.0036381599,0.7792012095
Test_571,0.000156409,0,0.9678495526,0.0001438838
Test_572,0.2195278853,0,0.0054745348,0.7209063768
Test_573,0.0143560786,0,0.0008875436,0.9758419991
Test_574,0.0016345369,0,0.0006438282,0.9582294226
Test_575,0.4648230076,0,0.0013645941,0.4781888127
Test_576,0.0389238298,0,0.1072244421,0.5975618362
Test_577,0.0122098643,0,0.0068089962,0.959341526
Test_578,0.0017551314,0,0.0012273249,0.9888919592
Test_579,0.13149333,0,0.0043373653,0.2088007927
Test_580,0.0004691881,0,0.976755619,0.0004300394
Test_581,0.9995203018,0,7.60985567467287E-05,0.0001425279
Test_582,0.0088336403,0,0.7040092349,0.0085583795
Test_583,0.9792086482,0,0.0025414568,0.0121245412
Test_584,0.0035393438,0,0.9936271906,0.0005857552
Test_585,0.001128234,0,0.9962697029,0.0004090876
Test_586,0.9871176481,0,0.0005120666,0.005529366
Test_587,0.0133526269,0,0.9130105972,0.0038460258
Test_588,0.0004618455,0,0.9736058116,0.0003950831
Test_589,0.0131993126,0,0.8082677722,0.0696185678
Test_590,0.0001551983,0,0.9994043112,3.65312189387623E-05
Test_591,0.0011354256,0,0.971472621,0.000456967
Test_592,0.9423443079,0,0.0053049042,0.0370055102
Test_593,0.0002456174,0,0.9981179237,0.0001653644
Test_594,0.0670647547,0,0.8384858966,0.0082844701
Test_595,0.0003256114,0,0.0002533127,0.9957224727
Test_596,0.9797160029,0,0.0046674665,0.0058184876
Test_597,0.0429941341,0,0.0138387559,0.9305288196
Test_598,0.0184598919,0,0.8300102949,0.0021799754
Test_599,0.0020336069,0,0.0026190928,0.9345472455
Test_600,0.0003536447,0,0.9831584096,0.0001695713
Test_601,0.000051018,0,4.32416345574893E-05,0.9984638095
Test_602,0.0011933313,0,0.0044002258,0.9585173726
Test_603,0.0003083608,0,0.0001079745,0.998940587
Test_604,0.0035647738,0,0.9721005559,0.0045676157
Test_605,0.9746441841,0,0.0075073973,0.003384982
Test_606,0.0274012722,0,0.0002483472,0.9668892622
Test_607,0.5923570395,0,0.0218018647,0.300680548
Test_608,0.0482410416,0,0.0027789883,0.9148618579
Test_609,0.9739648104,0,0.0070043439,0.007938833
Test_610,6.96206479915418E-05,0,0.0002570366,0.9900161028
Test_611,0.9913428426,0,0.0017402694,0.0032841205
Test_612,0.0014415479,0,0.9917148352,0.0006070252
Test_613,0.9799389839,0,0.0033069481,0.0101449816
Test_614,0.0039653787,0,0.8052361608,0.0037301611
Test_615,0.0002408494,0,0.9930824041,0.0002601158
Test_616,0.033949919,0,0.0069522099,0.9224233627
Test_617,0.6397797465,0,0.0066224039,0.2208417356
Test_618,0.0025926984,0,0.0014372515,0.9872167706
Test_619,0.0013896606,0,0.7104008794,0.001211336
Test_620,0.0032293089,0,0.4237531126,0.0043563358
Test_621,0.0016002484,0,0.0009994652,0.9831544161
Test_622,0.0004260862,0,0.9756094813,0.0003876269
Test_623,0.0003139039,0,0.0002365154,0.9949095845
Test_624,0.0008682488,0,0.1754058599,0.0050365617
Test_625,0.7651284337,0,0.0117773432,0.0421508625
Test_626,0.0028542862,0,0.9937981367,0.0005572434
Test_627,0.929025352,0,0.0023776286,0.031008834
Test_628,0.0031478214,0,0.0009861604,0.9112936854
Test_629,0.9975355268,0,0.0007150957,0.0007306781
Test_630,0.9991955757,0,0.0002581302,0.0002158985
Test_631,0.9939198494,0,0.001272813,0.0025679595
Test_632,0.9964261055,0,0.0004388265,0.0026290826
Test_633,0.0073492555,0,0.9669333696,0.0044715176
Test_634,0.0004424555,0,0.0002831812,0.9954140782
Test_635,0.9994891882,0,6.90535216563148E-06,0.0002977311
Test_636,0.0036884535,0,0.01327198,0.659442544
Test_637,0.0018795484,0,0.987531662,0.0008684826
Test_638,0.2805506587,0,0.0023592806,0.6133195162
Test_639,0.0076044044,0,0.915725112,0.0020740121
Test_640,0.0031764009,0,0.0114503084,0.9495436549
Test_641,0.000690905,0,0.9970594645,0.0003527692
Test_642,0.0002625148,0,0.0001539502,0.9962612987
Test_643,0.9962798357,0,0.0005443228,0.0004561347
Test_644,0.0057658372,0,0.0039884225,0.950463295
Test_645,0.9994417429,0,7.45933866710402E-05,0.0001037535
Test_646,0.0060965549,0,0.940705657,0.0026569101
Test_647,0.000556423,0,0.0563624986,0.0606019571
Test_648,0.9997199178,0,0.0001467897,6.67061685817316E-05
Test_649,0.0024068493,0,0.995362103,0.0005125638
Test_650,0.0010099576,0,0.9286705852,0.0004143446
Test_651,0.0001773134,0,0.000113708,0.9965244532
Test_652,0.0001248246,0,0.9981034398,9.52673799474724E-05
Test_653,0.9985717535,0,0.0001578852,0.0003571971
Test_654,0.0019868487,0,0.9858566523,0.000160758
Test_655,0.0006841042,0,0.0001416954,0.998041153
Test_656,0.0010041274,0,0.0003207244,0.995845437
Test_657,0.002400619,0,0.9639412761,0.0013637419
Test_658,0.9984573126,0,0.0007530825,0.000222476
Test_659,0.0048409002,0,0.0692553148,0.4068613648
Test_660,0.0001110413,0,0.9958332777,7.5297910370864E-05
Test_661,0.0057217344,0,0.0030837369,0.9695843458
Test_662,2.96504258585628E-05,0,2.53403031820199E-05,0.9997659922
Test_663,0.0130980136,0,0.9025714993,0.0055314866
Test_664,0.0026168909,0,0.9845115542,0.0012062062
Test_665,0.0022528707,0,0.0038361058,0.9239906073
Test_666,0.0038235679,0,0.9795464277,0.0021980307
Test_667,0.995324254,0,0.0008188556,0.0006511961
Test_668,0.0020868196,0,0.9643794298,0.0019138725
Test_669,0.000228775,0,0.9966664314,0.000217403
Test_670,0.019155765,0,0.5847691298,0.0838631541
Test_671,2.35250572586665E-05,0,0.9919019938,3.66567110177129E-05
Test_672,0.9997009039,0,0.000081478,0.000093733
Test_673,0.0032610302,0,0.9259355664,0.0086433953
Test_674,0.0006764997,0,0.8417528272,0.0007867046
Test_675,0.994120121,0,0.0017018414,0.0007120067
Test_676,0.9958841205,0,0.00043875,0.0014758561
Test_677,0.0003529527,0,0.0004283232,0.9947020411
Test_678,0.0242011882,0,0.001479925,0.9598792791
Test_679,0.0009266495,0,0.9984828234,7.63342759455554E-05
Test_680,3.71573405573144E-05,0,3.2090742024593E-05,0.9995854497
Test_681,0.969150722,0,0.0018451769,0.0209211558
Test_682,0.9673377872,0,0.0043459376,0.0129750352
Test_683,0.0001918939,0,0.0008025813,0.991404891
Test_684,0.0016070163,0,0.0013093738,0.9627324343
Test_685,0.9980698824,0,0.000294601,0.0006859012
Test_686,7.23684715921991E-05,0,0.000075528,0.9990459681
Test_687,0.9991819263,0,0.000165311,0.0001991599
Test_688,0.0068275975,0,0.0638680384,0.2127056569
Test_689,0.0002358678,0,0.000116137,0.9971308708
Test_690,0.0002576713,0,0.000108291,0.9981452227
Test_691,0.9986702204,0,0.0004379297,0.0003056098
Test_692,0.0008771867,0,0.9307220578,0.0004439777
Test_693,0.9994361997,0,0.000112889,0.0001500328
Test_694,0.0007411164,0,0.0008386199,0.9861108661
Test_695,0.9991874695,0,4.87196884932928E-05,0.0003339012
Test_696,0.0023384099,0,0.9952155352,0.0004693299
Test_697,0.0129446266,0,0.9710685611,0.006566423
Test_698,0.9409003258,0,0.0038598508,0.0432416722
Test_699,1.30228054331383E-05,0,0.000014546,0.999843955
Test_700,4.70354189019417E-06,0,0.9998201132,2.42912392423023E-06
Test_701,0.2590088844,0,0.0224685483,0.4688135087
Test_702,0.0809277296,0,0.0037404404,0.8399099112
Test_703,0.000355538,0,0.9962730408,0.0002059547
Test_704,0.0181981437,0,0.8788921237,0.0062837703
Test_705,0.002549747,0,0.8202314377,0.0013669815
Test_706,0.9980897903,0,0.0004006742,0.0001624137
Test_707,0.0253957417,0,0.0226728879,0.6871836185
Test_708,0.552164793,0,0.004242741,0.4193833768
Test_709,0.0096071931,0,0.9741824865,0.0014232157
Test_710,0.0012508441,0,0.937558949,0.0010377502
Test_711,0.9989714622,0,0.0002144407,0.0001912772
Test_712,0.0008527577,0,0.0005583033,0.9888968468
Test_713,0.001088775,0,0.0121977422,0.0386119783
Test_714,0.0018458336,0,0.0044364603,0.0313335471
Test_715,0.0080320826,0,0.9843376279,0.0017178308
Test_716,0.000694542,0,0.0004791832,0.9946152568
Test_717,0.0699970126,0,0.8970672488,0.0097784996
Test_718,0.0934286565,0,0.8914440274,0.0045559159
Test_719,0.0137261841,0,0.9025555849,0.0036080212
Test_720,0.9667364359,0,0.0043977113,0.0059553343
Test_721,0.0194765236,0,0.7221277952,0.0123636676
Test_722,0.0010311842,0,0.9811263084,0.0006172117
Test_723,0.9612496495,0,0.0140288379,0.0059280335
Test_724,0.0065636113,0,0.9005187154,0.0080889221
Test_725,0.1285128891,0,0.0020337533,0.8301346898
Test_726,0.1089752465,0,0.0011794971,0.8684102893
Test_727,0.0037887716,0,0.0137691516,0.0462931022
Test_728,0.0009803952,0,0.732757926,0.0024270155
Test_729,0.0175477508,0,0.9750592113,0.0013849745
Test_730,0.0153386565,0,0.4502107203,0.0098360796
Test_731,0.0017137975,0,0.9729859233,0.0007642159
Test_732,8.5146188212093E-05,0,0.1427220404,0.0002877545
Test_733,0.0014785866,0,0.4448126853,0.0027756039
Test_734,0.9978229403,0,0.0004991804,0.0008628905
Test_735,0.9960419536,0,0.0002313551,0.0015000192
Test_736,0.7889679074,0,0.0063599236,0.1132519469
Test_737,0.0010837226,0,0.000500088,0.9970439076
Test_738,0.891795814,0,0.0098152217,0.0745411366
Test_739,0.0005721264,0,0.9987761378,0.0002251155
Test_740,0.0004422044,0,0.0002333257,0.9861818552
Test_741,0.0020754253,0,0.000670255,0.9926646948
Test_742,0.000111696,0,2.66117513092468E-05,0.9975780249
Test_743,0.0011305567,0,0.9901124239,0.0006782633
Test_744,0.0368064605,0,0.0022778709,0.9333398938
Test_745,0.5544582605,0,0.0019138079,0.411934942
Test_746,0.0148231937,0,0.9560588002,0.0018246599
Test_747,0.7835632563,0,0.0424409583,0.0550616272
Test_748,0.0065006674,0,0.0031993515,0.9776841402
Test_749,0.0003813343,0,0.0004250456,0.9972847104
Test_750,0.9485065341,0,0.0022473098,0.017497398
Test_751,0.0032564502,0,0.9189575315,0.001689445
Test_752,0.0047906623,0,0.0014391009,0.9902016521
Test_753,0.0043892162,0,0.9905603528,0.0012661483
Test_754,0.3861538768,0,0.1706327647,0.1563192904
Test_755,0.3723170459,0,0.0112959342,0.5831388831
Test_756,0.9968875647,0,0.0009523641,0.0012695169
Test_757,0.0002346694,0,0.0001431946,0.9939201474
Test_758,0.9900722504,0,0.0050501404,0.0033010594
Test_759,0.005309918,0,0.0076557444,0.8607671857
Test_760,0.9780721664,0,0.0083569912,0.0011270817
Test_761,0.0014790999,0,0.000757498,0.9698260427
Test_762,0.0129563557,0,0.9645713568,0.0029134448
Test_763,0.0026687323,0,0.9677789807,0.0033909776
Test_764,0.9993769526,0,0.000305501,9.37504446483217E-05
Test_765,0.0075399661,0,0.0008259022,0.8980953097
Test_766,8.61167936818674E-05,0,3.83701917598955E-05,0.9992170334
Test_767,0.8430103064,0,0.0010613415,0.1462960839
Test_768,0.0068203928,0,0.0002417009,0.9806995392
Test_769,0.0040094005,0,0.9348553419,0.0020024918
Test_770,0.0390389375,0,0.0039382363,0.9515514374
Test_771,0.0001701411,0,0.9969091415,0.0001433069
Test_772,0.0652011856,0,0.0174449775,0.1941342503
Test_773,0.0005179412,0,0.8513020277,0.0004235111
Test_774,5.87213435210288E-05,0,0.0004576695,0.9979302287
Test_775,1.25917040350032E-05,0,0.9983171225,7.86566306487657E-06
Test_776,0.9200564623,0,0.0019175072,0.0717177242
Test_777,0.995742321,0,0.0016219222,0.0006928734
Test_778,0.8769110441,0,0.0734761581,0.0070477263
Test_779,0.0009447479,0,0.001441947,0.9906476736
Test_780,0.998154819,0,0.0003942296,0.0008899441
Test_781,0.9973710179,0,0.0008145759,0.0003625365
Test_782,0.0016225163,0,0.9430721998,0.0019379103
Test_783,0.0014326584,0,0.9907617569,0.0011155281
Test_784,0.0002411674,0,0.9987435341,0.0001203942
Test_785,0.9974708557,0,0.000735308,0.0004547787
Test_786,0.0076157227,0,0.5885246992,0.0121935084
Test_787,0.0012339961,0,0.9842360616,0.0014068807
Test_788,0.9674311876,0,0.0092869718,0.0168711022
Test_789,0.0054983473,0,0.9681290388,0.0030894033
Test_790,0.0045232936,0,0.0296339039,0.1301895678
Test_791,0.0172821879,0,0.0023328427,0.9719937444
Test_792,0.0044304701,0,0.9313625097,0.0015216718
Test_793,0.0021439607,0,0.9495679736,0.0012523469
Test_794,0.0190235768,0,0.1213906035,0.4482504427
Test_795,0.1416565627,0,0.0023566664,0.8465974927
Test_796,0.0016874254,0,0.9914166331,0.0005607525
Test_797,0.9850307703,0,0.0022320044,0.0052960864
Test_798,0.0002751832,0,0.9936321974,0.000162276
Test_799,0.004271558,0,0.9767173529,0.001344666
Test_800,0.0005840705,0,0.9963667989,0.0003018927
Test_801,0.0002625223,0,0.9979022741,0.000245401
Test_802,0.0059324619,0,0.6433774233,0.0051678843
Test_803,0.1142380461,0,0.00262301,0.7030171752
Test_804,0.0037572919,0,0.3514327705,0.0082192002
Test_805,0.0009396148,0,0.996160388,0.0002786509
Test_806,0.106560491,0,0.0145043936,0.2576867938
Test_807,0.000296928,0,0.0098183248,0.0012008596
Test_808,0.995450139,0,0.0019767031,0.0009342117
Test_809,0.9077264667,0,0.0097687794,0.0449302308
Test_810,0.000063527,0,0.9996186495,5.18627748533618E-05
Test_811,0.9993903041,0,0.0001931715,0.000117166
Test_812,0.0003023527,0,0.9914402962,0.000252853
Test_813,0.9994181395,0,0.0001504905,6.42039012745954E-05
Test_814,0.0003056726,0,0.000134044,0.998696804
Test_815,0.0040331995,0,0.0024309538,0.9691705704
Test_816,0.007766135,0,0.0367408693,0.2523246408
Test_817,0.0093395542,0,0.8205131292,0.0043371576
Test_818,0.0211117938,0,0.003286982,0.971475482
Test_819,0.0171786342,0,0.9439037442,0.0133380909
Test_820,0.9971616864,0,0.0005584456,0.0013861727
Test_821,1.69166905834572E-05,0,2.08152596314903E-05,0.9997509718
Test_822,0.2937355042,0,0.3280703425,0.1962915659
Test_823,0.9635275602,0,0.0111396303,0.0121999532
Test_824,0.3958913684,0,0.0174868684,0.3227745295
Test_825,0.0104497829,0,0.3578506112,0.0101830484
Test_826,0.0277938358,0,0.9268062711,0.0061005801
Test_827,0.0016812742,0,0.9922095537,0.0019302901
Test_828,0.0010203503,0,0.9771402478,0.0003704917
Test_829,0.0002016635,0,0.000164396,0.9986413121
Test_830,0.003959863,0,0.9948602915,0.0001353994
Test_831,0.0021263296,0,0.9799777269,0.0010846668
Test_832,0.9985335469,0,0.0004546337,0.0002759582
Test_833,0.0001735684,0,0.9987717867,8.66717455210164E-05
Test_834,0.0007246908,0,0.9944522977,0.0003919853
Test_835,0.0011347078,0,0.9956046343,0.0006551707
Test_836,0.1546612084,0,0.0461300574,0.0375512838
Test_837,0.259134829,0,0.1184369698,0.4446741045
Test_838,0.0019979479,0,0.000987439,0.9826695323
Test_839,7.96770018496318E-06,0,0.9995983839,8.00579255155753E-06
Test_840,0.0167831872,0,0.9637480974,0.0003950806
Test_841,0.001247389,0,0.0004397969,0.956187129
Test_842,0.9932996035,0,0.0013170328,0.0030046958
Test_843,2.48464348260313E-05,0,0.9993519783,0.000020317
Test_844,0.0599014387,0,0.5664304495,0.026320776
Test_845,0.0145692853,0,0.9389089346,0.0066341907
Test_846,0.1031368151,0,0.0060953377,0.8491522074
Test_847,0.0001374307,0,0.9816426039,0.0001325134
Test_848,0.0034089584,0,0.9713993073,0.0005012822
Test_849,0.0076515106,0,0.0015031948,0.9842983484
Test_850,0.0002780775,0,0.9975425601,0.0002455051
Test_851,0.0073757069,0,0.0007648421,0.9895954132
Test_852,0.0014871273,0,0.991376102,0.000875848
Test_853,0.0018203377,0,0.8716799021,0.0042169839
Test_854,0.0007852085,0,0.0006526086,0.9975188375
Test_855,0.0017592603,0,0.0008141032,0.9917345047
Test_856,0.9426826239,0,0.010741964,0.028015282
Test_857,0.0003395945,0,0.9960687757,0.0002818824
Test_858,0.0136236073,0,0.8740465045,0.0052790907
Test_859,0.0001571726,0,0.0002185692,0.9954355359
Test_860,0.9987777472,0,0.0005016731,0.0003474174
Test_861,0.0004402682,0,0.945353508,0.0007931357
Test_862,0.001051166,0,0.9922540784,0.0005020137
Test_863,0.0065119476,0,0.002614663,0.9492461085
Test_864,0.0026466982,0,0.9512556791,0.0032236367
Test_865,5.30085126229096E-05,0,0.998668015,3.80928904633038E-05
Test_866,0.0063998206,0,0.9158816338,0.0070742951
Test_867,0.011093365,0,0.0147664342,0.7814193964
Test_868,1.98096986423479E-05,0,0.9994860888,2.88786359305959E-05
Test_869,6.1197773902677E-05,0,8.87977730599232E-05,0.9757399559
Test_870,0.0551507287,0,0.0952980816,0.2736304998
Test_871,0.0044194711,0,0.0008750025,0.991833508
Test_872,0.0268505253,0,0.0146419434,0.8161379099
Test_873,0.0007332623,0,0.0005172229,0.9948776364
Test_874,0.003172826,0,0.0005648637,0.9878183603
Test_875,0.0108640958,0,0.0103986468,0.8375698924
Test_876,0.0054789758,0,0.0015567939,0.9718333483
Test_877,0.9950137138,0,0.0007956111,0.0027116598
Test_878,0.9928488731,0,0.001356087,0.0011270538
Test_879,0.0024659971,0,0.9614499807,0.0042340448
Test_880,0.0023752437,0,0.9843196869,0.001430969
Test_881,0.0002964168,0,0.998431325,5.94777302467264E-05
Test_882,0.01849127,0,0.5945833921,0.0084060011
Test_883,0.0019202947,0,0.0052792775,0.956859231
Test_884,0.2484097034,0,0.0129343923,0.0772550106
Test_885,0.9205307961,0,0.0239899959,0.003541531
Test_886,0.9992011786,0,0.0004317242,0.0001177059
Test_887,0.0274581071,0,0.3490003645,0.0064349873
Test_888,0.0029281934,0,0.9820124507,0.0007547427
Test_889,0.0034891323,0,0.9768311381,0.0011739152
Test_890,0.0021807381,0,0.9920883179,0.0012802674
Test_891,0.001837677,0,0.000437708,0.9968345761
Test_892,0.0007758941,0,0.9957982898,0.0003387431
Test_893,0.0059479275,0,0.046239242,0.045149155
Test_894,0.0015144243,0,0.0050053322,0.9811526537
Test_895,0.9991081357,0,0.0002405444,0.0003915948
Test_896,0.0046948059,0,0.0004616228,0.800057292
Test_897,0.9973708391,0,0.0007027819,0.0008095155
Test_898,0.0075383806,0,0.0074053332,0.8652056456
Test_899,0.0013273398,0,0.9939160347,0.0004055561
Test_900,0.0006949739,0,0.0005187172,0.9915332794
Test_901,0.0005368515,0,0.763433814,0.0002994512
Test_902,0.9987618327,0,0.0001278872,0.0002254651
Test_903,0.0004639001,0,0.9953731298,0.0002625571
Test_904,0.2453704327,0,0.0532164983,0.682352066
Test_905,0.0051045059,0,0.4625928998,0.0469141491
Test_906,0.1467107832,0,0.8074175119,0.0121644372
Test_907,0.0210648328,0,0.0039971326,0.9464536905
Test_908,0.0001205106,0,0.0001048967,0.9983995557
Test_909,0.9994107485,0,0.0001522556,0.00009683
Test_910,0.0007489085,0,0.7891925573,0.0010259848
Test_911,0.1283468753,0,0.0215835124,0.4675155282
Test_912,0.0040341504,0,0.7285350561,0.0046571656
Test_913,0.0009404225,0,0.9969944954,0.0002404124
Test_914,0.0003772823,0,0.00024645,0.9987493753
Test_915,0.000897912,0,0.9927749634,0.0006303678
Test_916,0.0034233113,0,0.0010619534,0.9898241758
Test_917,0.0059924051,0,0.8737837076,0.0040273061
Test_918,4.59737057099119E-05,0,0.9991691709,2.59064872807357E-05
Test_919,0.0049156933,0,0.0018724172,0.9783318639
Test_920,0.0009217855,0,0.9875164032,0.0006095025
Test_921,0.020801302,0,0.0185103379,0.4998583198
Test_922,0.9882971048,0,0.0059582358,0.0034532561
Test_923,0.1478490084,0,0.7875242829,0.0165592171
Test_924,0.0009033632,0,0.0011838211,0.9797922969
Test_925,0.9996585846,0,4.45001569460146E-05,0.0001951593
Test_926,0.0016910995,0,0.9924947619,0.0003499118
Test_927,0.953871727,0,0.0181585029,0.0041271448
Test_928,0.0004537115,0,0.9695619345,0.000202776
Test_929,0.0010795236,0,0.0004022721,0.9517838359
Test_930,0.0046399841,0,0.059509147,0.0073027895
Test_931,0.9144282341,0,0.0292611327,0.0178960003
Test_932,0.0007822453,0,0.016444264,0.0705953911
Test_933,0.9911074638,0,0.0022102508,0.0026375181
Test_934,0.0045621661,0,0.7502841353,0.0031093312
Test_935,0.0048753028,0,0.5269177556,0.006546685
Test_936,0.0005806958,0,0.0001848176,0.9985918999
Test_937,0.2649377882,0,0.7063227892,0.0039466554
Test_938,0.0058691492,0,0.0001523407,0.986594975
Test_939,0.9938032031,0,0.0029681914,0.0014097537
Test_940,0.0003388588,0,0.0001564365,0.9974797368
Test_941,0.0003088074,0,1.88595058716601E-05,0.9992386699
Test_942,0.0016955473,0,0.0009655751,0.9776862264
Test_943,0.0006350301,0,0.9975165129,0.0002384563
Test_944,0.0196432211,0,0.2315565646,0.030946767
Test_945,0.9977725744,0,0.0003875198,0.0004675023
Test_946,0.0039624982,0,0.9337512851,0.0017606886
Test_947,2.03844283532817E-05,0,1.10218206827994E-05,0.9997399449
Test_948,0.9333785772,0,0.0233407691,0.0149430856
Test_949,0.9911022186,0,0.001298403,0.0006683475
Test_950,0.0002174639,0,0.0003522151,0.9813760519
Test_951,0.0043079099,0,0.7845724821,0.0041029649
Test_952,0.0074878903,0,0.0061389883,0.9696825743
Test_953,0.0003726114,0,0.0003826105,0.9976944923
Test_954,0.9937780499,0,0.0006935518,0.0024614229
Test_955,0.9978699684,0,0.0002555408,0.0006769846
Test_956,6.97228533681482E-05,0,0.000040872,0.9992958903
Test_957,0.0041030915,0,0.0030094539,0.9718942642
Test_958,0.0001743047,0,0.0002286399,0.9988111258
Test_959,0.0004679461,0,0.9982092977,0.0001149056
Test_960,0.0069002747,0,0.9906406403,0.0005440701
Test_961,0.201274991,0,0.0088292276,0.2515904307
Test_962,0.7273045778,0,0.0364035778,0.0220706929
Test_963,0.9990342259,0,0.0002314915,0.0005318071
Test_964,0.0012974819,0,0.978079021,0.0003548051
Test_965,0.9980357289,0,0.0001903712,0.0003496766
Test_966,0.0074069849,0,0.3466561437,0.0180665664
Test_967,0.0005928975,0,0.9845050573,0.0007002548
Test_968,0.0032749281,0,0.9803163409,0.0016731437
Test_969,0.0014997825,0,0.9916294813,0.0012143292
Test_970,0.9961566925,0,0.0004694989,0.0004843102
Test_971,0.000525806,0,0.0007007389,0.9972462654
Test_972,0.0030511112,0,0.9896208048,0.0003476579
Test_973,0.0012650728,0,0.8380764127,0.0010940852
Test_974,0.6999953985,0,0.0109581891,0.2786800861
Test_975,0.8813766241,0,0.0075075021,0.0932033509
Test_976,0.0032955897,0,0.9641796947,0.0016554613
Test_977,0.000720261,0,0.0014875041,0.7369480729
Test_978,9.17978322831914E-05,0,0.9991437793,5.47389026905876E-05
Test_979,0.9995254278,0,0.0001244138,0.000160698
Test_980,0.0053842044,0,0.0018509947,0.9757701755
Test_981,0.0015197521,0,0.0005264389,0.9962301254
Test_982,0.9833839536,0,0.004137218,0.0093114926
Test_983,0.0003142386,0,0.3735400736,0.0017769944
Test_984,0.000855631,0,0.0005797853,0.9861603975
Test_985,0.0139618646,0,0.1015190631,0.3244739771
Test_986,0.0011366997,0,0.0009084308,0.9868581891
Test_987,9.72247944446281E-05,0,0.0073217908,0.0009456856
Test_988,0.9996762276,0,7.06155624357052E-05,0.0001538617
