,image_id,healthy,multiple_diseases,rust,scab,label
1174,Train_1174,0,0,0,1,3
1175,Train_1175,0,0,1,0,2
1176,Train_1176,1,0,0,0,0
1177,Train_1177,0,0,1,0,2
1178,Train_1178,0,0,0,1,3
1179,Train_1179,0,0,1,0,2
1180,Train_1180,1,0,0,0,0
1181,Train_1181,0,0,0,1,3
1182,Train_1182,0,0,0,1,3
1183,Train_1183,0,0,0,1,3
1184,Train_1184,0,0,1,0,2
1185,Train_1185,0,0,1,0,2
1186,Train_1186,1,0,0,0,0
1187,Train_1187,0,0,1,0,2
1188,Train_1188,0,0,0,1,3
1189,Train_1189,0,0,1,0,2
1190,Train_1190,0,0,0,1,3
1191,Train_1191,0,0,1,0,2
1192,Train_1192,0,0,0,1,3
1193,Train_1193,1,0,0,0,0
1194,Train_1194,0,0,1,0,2
1195,Train_1195,1,0,0,0,0
1196,Train_1196,0,0,1,0,2
1197,Train_1197,0,1,0,0,1
1198,Train_1198,1,0,0,0,0
1199,Train_1199,1,0,0,0,0
1200,Train_1200,0,0,1,0,2
1201,Train_1201,0,0,0,1,3
1202,Train_1202,0,0,0,1,3
1203,Train_1203,0,0,0,1,3
1204,Train_1204,0,0,1,0,2
1205,Train_1205,0,0,1,0,2
1206,Train_1206,0,0,1,0,2
1207,Train_1207,0,0,1,0,2
1208,Train_1208,0,0,0,1,3
1209,Train_1209,0,0,0,1,3
1210,Train_1210,1,0,0,0,0
1211,Train_1211,0,0,0,1,3
1212,Train_1212,0,0,0,1,3
1213,Train_1213,0,0,1,0,2
1214,Train_1214,1,0,0,0,0
1215,Train_1215,0,0,1,0,2
1216,Train_1216,0,1,0,0,1
1217,Train_1217,0,0,0,1,3
1218,Train_1218,0,0,0,1,3
1219,Train_1219,0,0,1,0,2
1220,Train_1220,0,0,1,0,2
1221,Train_1221,0,0,0,1,3
1222,Train_1222,0,0,1,0,2
1223,Train_1223,1,0,0,0,0
1224,Train_1224,1,0,0,0,0
1225,Train_1225,0,0,1,0,2
1226,Train_1226,0,0,0,1,3
1227,Train_1227,1,0,0,0,0
1228,Train_1228,0,0,0,1,3
1229,Train_1229,0,0,1,0,2
1230,Train_1230,1,0,0,0,0
1231,Train_1231,0,0,1,0,2
1232,Train_1232,0,0,0,1,3
1233,Train_1233,0,0,1,0,2
1234,Train_1234,0,1,0,0,1
1235,Train_1235,0,0,1,0,2
1236,Train_1236,0,1,0,0,1
1237,Train_1237,1,0,0,0,0
1238,Train_1238,0,0,0,1,3
1239,Train_1239,1,0,0,0,0
1240,Train_1240,1,0,0,0,0
1241,Train_1241,0,0,0,1,3
1242,Train_1242,0,0,0,1,3
1243,Train_1243,0,0,0,1,3
1244,Train_1244,0,0,1,0,2
1245,Train_1245,1,0,0,0,0
1246,Train_1246,0,0,0,1,3
1247,Train_1247,1,0,0,0,0
1248,Train_1248,1,0,0,0,0
1249,Train_1249,0,0,0,1,3
1250,Train_1250,0,0,0,1,3
1251,Train_1251,1,0,0,0,0
1252,Train_1252,0,0,0,1,3
1253,Train_1253,0,0,1,0,2
1254,Train_1254,1,0,0,0,0
1255,Train_1255,0,0,1,0,2
1256,Train_1256,0,0,1,0,2
1257,Train_1257,1,0,0,0,0
1258,Train_1258,0,0,0,1,3
1259,Train_1259,0,0,0,1,3
1260,Train_1260,0,0,1,0,2
1261,Train_1261,1,0,0,0,0
1262,Train_1262,0,0,1,0,2
1263,Train_1263,0,0,1,0,2
1264,Train_1264,0,1,0,0,1
1265,Train_1265,1,0,0,0,0
1266,Train_1266,0,0,1,0,2
1267,Train_1267,0,0,1,0,2
1268,Train_1268,0,0,1,0,2
1269,Train_1269,0,0,0,1,3
1270,Train_1270,0,1,0,0,1
1271,Train_1271,1,0,0,0,0
1272,Train_1272,0,0,1,0,2
1273,Train_1273,0,0,0,1,3
1274,Train_1274,0,0,0,1,3
1275,Train_1275,0,0,1,0,2
1276,Train_1276,0,0,0,1,3
1277,Train_1277,1,0,0,0,0
1278,Train_1278,0,0,0,1,3
1279,Train_1279,0,0,0,1,3
1280,Train_1280,0,1,0,0,1
1281,Train_1281,0,0,0,1,3
1282,Train_1282,1,0,0,0,0
1283,Train_1283,0,0,1,0,2
1284,Train_1284,0,0,1,0,2
1285,Train_1285,1,0,0,0,0
1286,Train_1286,1,0,0,0,0
1287,Train_1287,1,0,0,0,0
1288,Train_1288,0,0,0,1,3
1289,Train_1289,1,0,0,0,0
1290,Train_1290,0,0,1,0,2
1291,Train_1291,0,0,1,0,2
1292,Train_1292,0,0,1,0,2
1293,Train_1293,0,0,0,1,3
1294,Train_1294,0,0,0,1,3
1295,Train_1295,0,0,0,1,3
1296,Train_1296,0,0,0,1,3
1297,Train_1297,1,0,0,0,0
1298,Train_1298,0,0,0,1,3
1299,Train_1299,0,0,1,0,2
1300,Train_1300,0,0,1,0,2
1301,Train_1301,0,0,0,1,3
1302,Train_1302,0,0,1,0,2
1303,Train_1303,0,0,0,1,3
1304,Train_1304,1,0,0,0,0
1305,Train_1305,0,0,0,1,3
1306,Train_1306,1,0,0,0,0
1307,Train_1307,0,0,1,0,2
1308,Train_1308,0,0,0,1,3
1309,Train_1309,1,0,0,0,0
1310,Train_1310,0,1,0,0,1
1311,Train_1311,0,0,1,0,2
1312,Train_1312,0,0,0,1,3
1313,Train_1313,1,0,0,0,0
1314,Train_1314,0,0,1,0,2
1315,Train_1315,0,0,0,1,3
1316,Train_1316,0,0,1,0,2
1317,Train_1317,0,0,0,1,3
1318,Train_1318,0,0,1,0,2
1319,Train_1319,0,0,1,0,2
1320,Train_1320,0,0,1,0,2
1321,Train_1321,0,0,1,0,2
1322,Train_1322,0,0,1,0,2
1323,Train_1323,0,0,0,1,3
1324,Train_1324,0,0,1,0,2
1325,Train_1325,1,0,0,0,0
1326,Train_1326,0,0,1,0,2
1327,Train_1327,0,0,1,0,2
1328,Train_1328,1,0,0,0,0
1329,Train_1329,0,0,0,1,3
1330,Train_1330,0,0,1,0,2
1331,Train_1331,0,0,0,1,3
1332,Train_1332,0,0,1,0,2
1333,Train_1333,0,0,0,1,3
1334,Train_1334,0,0,0,1,3
1335,Train_1335,1,0,0,0,0
1336,Train_1336,0,0,0,1,3
1337,Train_1337,0,0,0,1,3
1338,Train_1338,0,0,0,1,3
1339,Train_1339,0,0,0,1,3
1340,Train_1340,0,0,1,0,2
1341,Train_1341,1,0,0,0,0
1342,Train_1342,0,0,1,0,2
1343,Train_1343,0,0,0,1,3
1344,Train_1344,0,0,1,0,2
1345,Train_1345,0,0,0,1,3
1346,Train_1346,0,0,0,1,3
1347,Train_1347,1,0,0,0,0
1348,Train_1348,1,0,0,0,0
1349,Train_1349,1,0,0,0,0
1350,Train_1350,0,0,0,1,3
1351,Train_1351,0,0,1,0,2
1352,Train_1352,0,0,1,0,2
1353,Train_1353,0,0,0,1,3
1354,Train_1354,1,0,0,0,0
1355,Train_1355,1,0,0,0,0
1356,Train_1356,1,0,0,0,0
1357,Train_1357,1,0,0,0,0
1358,Train_1358,0,1,0,0,1
1359,Train_1359,0,0,1,0,2
1360,Train_1360,0,0,0,1,3
1361,Train_1361,0,0,0,1,3
1362,Train_1362,0,0,0,1,3
1363,Train_1363,0,0,0,1,3
1364,Train_1364,0,0,1,0,2
1365,Train_1365,0,0,1,0,2
1366,Train_1366,1,0,0,0,0
1367,Train_1367,0,0,0,1,3
1368,Train_1368,1,0,0,0,0
1369,Train_1369,0,1,0,0,1
1370,Train_1370,0,0,1,0,2
1371,Train_1371,1,0,0,0,0
1372,Train_1372,1,0,0,0,0
1373,Train_1373,0,0,1,0,2
1374,Train_1374,0,0,1,0,2
1375,Train_1375,0,0,0,1,3
1376,Train_1376,0,0,1,0,2
1377,Train_1377,1,0,0,0,0
1378,Train_1378,0,0,1,0,2
1379,Train_1379,0,0,1,0,2
1380,Train_1380,1,0,0,0,0
1381,Train_1381,1,0,0,0,0
1382,Train_1382,0,0,0,1,3
1383,Train_1383,0,0,0,1,3
1384,Train_1384,0,0,0,1,3
1385,Train_1385,0,0,0,1,3
1386,Train_1386,1,0,0,0,0
1387,Train_1387,0,0,1,0,2
1388,Train_1388,1,0,0,0,0
1389,Train_1389,1,0,0,0,0
1390,Train_1390,0,1,0,0,1
1391,Train_1391,1,0,0,0,0
1392,Train_1392,1,0,0,0,0
1393,Train_1393,0,0,0,1,3
1394,Train_1394,0,0,1,0,2
1395,Train_1395,0,0,0,1,3
1396,Train_1396,1,0,0,0,0
1397,Train_1397,1,0,0,0,0
1398,Train_1398,0,0,1,0,2
1399,Train_1399,0,0,1,0,2
1400,Train_1400,0,0,1,0,2
1401,Train_1401,0,0,0,1,3
1402,Train_1402,0,0,1,0,2
1403,Train_1403,0,0,0,1,3
1404,Train_1404,0,0,1,0,2
1405,Train_1405,0,0,0,1,3
1406,Train_1406,0,0,1,0,2
1407,Train_1407,0,0,1,0,2
1408,Train_1408,1,0,0,0,0
1409,Train_1409,0,0,1,0,2
1410,Train_1410,0,0,0,1,3
1411,Train_1411,0,0,0,1,3
1412,Train_1412,0,0,1,0,2
1413,Train_1413,0,0,1,0,2
1414,Train_1414,1,0,0,0,0
1415,Train_1415,1,0,0,0,0
1416,Train_1416,0,0,0,1,3
1417,Train_1417,1,0,0,0,0
1418,Train_1418,0,0,1,0,2
1419,Train_1419,0,0,0,1,3
1420,Train_1420,1,0,0,0,0
1421,Train_1421,0,0,0,1,3
1422,Train_1422,0,0,1,0,2
1423,Train_1423,0,0,1,0,2
1424,Train_1424,1,0,0,0,0
1425,Train_1425,0,0,1,0,2
1426,Train_1426,1,0,0,0,0
1427,Train_1427,0,0,1,0,2
1428,Train_1428,0,0,1,0,2
1429,Train_1429,0,0,0,1,3
1430,Train_1430,0,0,0,1,3
1431,Train_1431,0,0,0,1,3
1432,Train_1432,1,0,0,0,0
1433,Train_1433,0,1,0,0,1
1434,Train_1434,0,0,1,0,2
1435,Train_1435,0,0,0,1,3
1436,Train_1436,0,0,0,1,3
1437,Train_1437,0,0,1,0,2
1438,Train_1438,1,0,0,0,0
1439,Train_1439,0,0,1,0,2
1440,Train_1440,1,0,0,0,0
1441,Train_1441,0,0,1,0,2
1442,Train_1442,1,0,0,0,0
1443,Train_1443,0,0,1,0,2
1444,Train_1444,0,0,0,1,3
1445,Train_1445,0,0,0,1,3
1446,Train_1446,0,0,1,0,2
1447,Train_1447,1,0,0,0,0
1448,Train_1448,0,0,0,1,3
1449,Train_1449,1,0,0,0,0
1450,Train_1450,0,0,0,1,3
1451,Train_1451,0,0,1,0,2
1452,Train_1452,0,0,0,1,3
1453,Train_1453,0,0,1,0,2
1454,Train_1454,0,1,0,0,1
1455,Train_1455,0,0,1,0,2
1456,Train_1456,0,0,0,1,3
1457,Train_1457,1,0,0,0,0
1458,Train_1458,0,0,1,0,2
1459,Train_1459,1,0,0,0,0
1460,Train_1460,0,0,0,1,3
1461,Train_1461,0,0,1,0,2
1462,Train_1462,0,0,1,0,2
1463,Train_1463,1,0,0,0,0
1464,Train_1464,0,0,0,1,3
1465,Train_1465,0,0,1,0,2
1466,Train_1466,1,0,0,0,0
1467,Train_1467,0,0,0,1,3
1468,Train_1468,0,1,0,0,1
1469,Train_1469,0,0,1,0,2
1470,Train_1470,0,0,0,1,3
1471,Train_1471,0,0,1,0,2
1472,Train_1472,0,0,1,0,2
1473,Train_1473,0,0,0,1,3
1474,Train_1474,1,0,0,0,0
1475,Train_1475,0,0,1,0,2
1476,Train_1476,1,0,0,0,0
1477,Train_1477,1,0,0,0,0
1478,Train_1478,1,0,0,0,0
1479,Train_1479,1,0,0,0,0
1480,Train_1480,0,0,1,0,2
1481,Train_1481,0,0,0,1,3
1482,Train_1482,1,0,0,0,0
1483,Train_1483,0,0,0,1,3
1484,Train_1484,0,0,0,1,3
1485,Train_1485,0,0,1,0,2
1486,Train_1486,0,0,1,0,2
1487,Train_1487,0,0,1,0,2
1488,Train_1488,0,0,0,1,3
1489,Train_1489,1,0,0,0,0
1490,Train_1490,0,0,1,0,2
1491,Train_1491,0,0,1,0,2
1492,Train_1492,0,0,1,0,2
1493,Train_1493,0,0,0,1,3
1494,Train_1494,0,1,0,0,1
1495,Train_1495,0,0,0,1,3
1496,Train_1496,1,0,0,0,0
1497,Train_1497,1,0,0,0,0
1498,Train_1498,0,0,0,1,3
1499,Train_1499,0,0,1,0,2
1500,Train_1500,0,0,0,1,3
1501,Train_1501,0,0,0,1,3
1502,Train_1502,0,0,1,0,2
1503,Train_1503,0,0,0,1,3
1504,Train_1504,1,0,0,0,0
1505,Train_1505,0,0,0,1,3
1506,Train_1506,0,0,0,1,3
1507,Train_1507,0,0,0,1,3
1508,Train_1508,1,0,0,0,0
1509,Train_1509,0,0,1,0,2
1510,Train_1510,0,0,1,0,2
1511,Train_1511,0,0,1,0,2
1512,Train_1512,0,0,1,0,2
1513,Train_1513,1,0,0,0,0
1514,Train_1514,0,1,0,0,1
1515,Train_1515,0,0,1,0,2
1516,Train_1516,0,0,1,0,2
1517,Train_1517,1,0,0,0,0
1518,Train_1518,0,0,0,1,3
1519,Train_1519,0,0,0,1,3
1520,Train_1520,0,0,0,1,3
1521,Train_1521,0,0,0,1,3
1522,Train_1522,0,0,0,1,3
1523,Train_1523,0,0,0,1,3
1524,Train_1524,0,0,1,0,2
1525,Train_1525,0,0,1,0,2
1526,Train_1526,0,1,0,0,1
1527,Train_1527,0,0,1,0,2
1528,Train_1528,1,0,0,0,0
1529,Train_1529,0,0,0,1,3
1530,Train_1530,1,0,0,0,0
1531,Train_1531,0,1,0,0,1
1532,Train_1532,0,0,0,1,3
1533,Train_1533,1,0,0,0,0
1534,Train_1534,0,0,0,1,3
1535,Train_1535,0,0,1,0,2
1536,Train_1536,0,1,0,0,1
1537,Train_1537,0,0,0,1,3
1538,Train_1538,1,0,0,0,0
1539,Train_1539,1,0,0,0,0
1540,Train_1540,0,0,1,0,2
1541,Train_1541,1,0,0,0,0
1542,Train_1542,0,0,0,1,3
1543,Train_1543,0,0,0,1,3
1544,Train_1544,0,0,0,1,3
1545,Train_1545,0,0,1,0,2
1546,Train_1546,1,0,0,0,0
1547,Train_1547,0,0,1,0,2
1548,Train_1548,1,0,0,0,0
1549,Train_1549,1,0,0,0,0
1550,Train_1550,0,0,0,1,3
1551,Train_1551,0,0,1,0,2
1552,Train_1552,1,0,0,0,0
1553,Train_1553,0,0,0,1,3
1554,Train_1554,0,1,0,0,1
1555,Train_1555,1,0,0,0,0
1556,Train_1556,1,0,0,0,0
1557,Train_1557,1,0,0,0,0
1558,Train_1558,0,1,0,0,1
1559,Train_1559,1,0,0,0,0
1560,Train_1560,0,0,1,0,2
1561,Train_1561,0,0,1,0,2
1562,Train_1562,1,0,0,0,0
1563,Train_1563,1,0,0,0,0
1564,Train_1564,1,0,0,0,0
1565,Train_1565,0,0,1,0,2
1566,Train_1566,0,0,1,0,2
1567,Train_1567,0,0,1,0,2
1568,Train_1568,0,0,0,1,3
1569,Train_1569,0,0,1,0,2
1570,Train_1570,0,0,0,1,3
1571,Train_1571,0,0,1,0,2
1572,Train_1572,0,0,0,1,3
1573,Train_1573,0,1,0,0,1
1574,Train_1574,0,0,1,0,2
1575,Train_1575,1,0,0,0,0
1576,Train_1576,0,0,1,0,2
1577,Train_1577,0,1,0,0,1
1578,Train_1578,0,0,1,0,2
1579,Train_1579,0,0,1,0,2
1580,Train_1580,0,0,0,1,3
1581,Train_1581,0,0,1,0,2
1582,Train_1582,0,0,0,1,3
1583,Train_1583,1,0,0,0,0
1584,Train_1584,0,0,1,0,2
1585,Train_1585,1,0,0,0,0
1586,Train_1586,0,0,0,1,3
1587,Train_1587,1,0,0,0,0
1588,Train_1588,0,0,0,1,3
1589,Train_1589,0,0,0,1,3
1590,Train_1590,1,0,0,0,0
1591,Train_1591,0,0,1,0,2
1592,Train_1592,0,0,1,0,2
1593,Train_1593,1,0,0,0,0
1594,Train_1594,0,0,1,0,2
1595,Train_1595,0,0,1,0,2
1596,Train_1596,0,0,1,0,2
1597,Train_1597,1,0,0,0,0
1598,Train_1598,1,0,0,0,0
1599,Train_1599,0,0,1,0,2
1600,Train_1600,1,0,0,0,0
1601,Train_1601,1,0,0,0,0
1602,Train_1602,0,0,1,0,2
1603,Train_1603,0,0,1,0,2
1604,Train_1604,1,0,0,0,0
1605,Train_1605,1,0,0,0,0
1606,Train_1606,0,0,1,0,2
1607,Train_1607,0,0,1,0,2
1608,Train_1608,1,0,0,0,0
1609,Train_1609,0,1,0,0,1
1610,Train_1610,1,0,0,0,0
1611,Train_1611,1,0,0,0,0
1612,Train_1612,1,0,0,0,0
1613,Train_1613,0,0,1,0,2
1614,Train_1614,1,0,0,0,0
1615,Train_1615,1,0,0,0,0
1616,Train_1616,1,0,0,0,0
1617,Train_1617,1,0,0,0,0
1618,Train_1618,0,1,0,0,1
1619,Train_1619,0,0,0,1,3
1620,Train_1620,0,0,0,1,3
1621,Train_1621,1,0,0,0,0
1622,Train_1622,0,0,0,1,3
1623,Train_1623,0,0,0,1,3
1624,Train_1624,0,0,1,0,2
1625,Train_1625,0,0,1,0,2
1626,Train_1626,0,0,1,0,2
1627,Train_1627,0,0,0,1,3
1628,Train_1628,0,0,0,1,3
1629,Train_1629,0,0,1,0,2
1630,Train_1630,0,0,1,0,2
1631,Train_1631,1,0,0,0,0
1632,Train_1632,0,0,0,1,3
1633,Train_1633,1,0,0,0,0
1634,Train_1634,1,0,0,0,0
1635,Train_1635,1,0,0,0,0
1636,Train_1636,0,0,0,1,3
1637,Train_1637,0,0,0,1,3
1638,Train_1638,0,0,0,1,3
1639,Train_1639,0,0,0,1,3
1640,Train_1640,0,0,1,0,2
1641,Train_1641,0,1,0,0,1
1642,Train_1642,0,0,1,0,2
1643,Train_1643,0,0,0,1,3
1644,Train_1644,0,0,1,0,2
1645,Train_1645,0,0,0,1,3
1646,Train_1646,1,0,0,0,0
1647,Train_1647,0,0,0,1,3
1648,Train_1648,0,1,0,0,1
1649,Train_1649,0,0,1,0,2
1650,Train_1650,0,0,0,1,3
1651,Train_1651,0,0,1,0,2
1652,Train_1652,0,0,0,1,3
1653,Train_1653,1,0,0,0,0
1654,Train_1654,1,0,0,0,0
1655,Train_1655,0,0,1,0,2
1656,Train_1656,1,0,0,0,0
1657,Train_1657,0,0,1,0,2
1658,Train_1658,0,0,0,1,3
1659,Train_1659,0,0,0,1,3
1660,Train_1660,0,0,0,1,3
1661,Train_1661,1,0,0,0,0
1662,Train_1662,0,1,0,0,1
1663,Train_1663,1,0,0,0,0
1664,Train_1664,0,1,0,0,1
1665,Train_1665,0,0,1,0,2
1666,Train_1666,1,0,0,0,0
1667,Train_1667,1,0,0,0,0
1668,Train_1668,0,0,1,0,2
1669,Train_1669,1,0,0,0,0
1670,Train_1670,1,0,0,0,0
1671,Train_1671,0,0,1,0,2
1672,Train_1672,1,0,0,0,0
1673,Train_1673,0,0,0,1,3
1674,Train_1674,0,0,1,0,2
1675,Train_1675,1,0,0,0,0
1676,Train_1676,1,0,0,0,0
1677,Train_1677,0,0,1,0,2
1678,Train_1678,0,0,1,0,2
1679,Train_1679,0,0,1,0,2
1680,Train_1680,0,0,0,1,3
1681,Train_1681,1,0,0,0,0
1682,Train_1682,1,0,0,0,0
1683,Train_1683,1,0,0,0,0
1684,Train_1684,0,0,1,0,2
1685,Train_1685,0,0,0,1,3
1686,Train_1686,0,0,1,0,2
1687,Train_1687,1,0,0,0,0
1688,Train_1688,0,0,0,1,3
1689,Train_1689,0,0,1,0,2
1690,Train_1690,0,0,0,1,3
1691,Train_1691,1,0,0,0,0
1692,Train_1692,0,0,0,1,3
1693,Train_1693,1,0,0,0,0
1694,Train_1694,1,0,0,0,0
1695,Train_1695,0,0,1,0,2
1696,Train_1696,0,0,0,1,3
1697,Train_1697,1,0,0,0,0
1698,Train_1698,1,0,0,0,0
1699,Train_1699,0,0,1,0,2
1700,Train_1700,0,0,0,1,3
1701,Train_1701,0,0,0,1,3
1702,Train_1702,0,0,0,1,3
1703,Train_1703,0,0,0,1,3
1704,Train_1704,0,0,0,1,3
1705,Train_1705,0,0,0,1,3
1706,Train_1706,1,0,0,0,0
1707,Train_1707,0,0,1,0,2
1708,Train_1708,0,1,0,0,1
1709,Train_1709,0,0,1,0,2
1710,Train_1710,0,0,1,0,2
1711,Train_1711,0,0,0,1,3
1712,Train_1712,0,0,1,0,2
1713,Train_1713,0,0,0,1,3
1714,Train_1714,0,0,1,0,2
1715,Train_1715,0,0,0,1,3
1716,Train_1716,0,0,0,1,3
1717,Train_1717,0,0,0,1,3
1718,Train_1718,0,0,1,0,2
1719,Train_1719,0,0,0,1,3
1720,Train_1720,0,0,1,0,2
1721,Train_1721,0,0,0,1,3
1722,Train_1722,0,0,1,0,2
1723,Train_1723,1,0,0,0,0
1724,Train_1724,1,0,0,0,0
1725,Train_1725,0,0,1,0,2
1726,Train_1726,0,0,1,0,2
1727,Train_1727,0,0,0,1,3
1728,Train_1728,0,0,0,1,3
1729,Train_1729,0,0,1,0,2
1730,Train_1730,0,0,0,1,3
1731,Train_1731,1,0,0,0,0
1732,Train_1732,0,0,1,0,2
1733,Train_1733,1,0,0,0,0
1734,Train_1734,1,0,0,0,0
1735,Train_1735,1,0,0,0,0
1736,Train_1736,0,0,1,0,2
1737,Train_1737,0,0,0,1,3
1738,Train_1738,0,0,1,0,2
1739,Train_1739,0,0,0,1,3
1740,Train_1740,0,0,1,0,2
1741,Train_1741,1,0,0,0,0
1742,Train_1742,0,0,0,1,3
1743,Train_1743,0,0,1,0,2
1744,Train_1744,0,0,0,1,3
1745,Train_1745,0,0,1,0,2
1746,Train_1746,0,0,1,0,2
1747,Train_1747,0,0,0,1,3
1748,Train_1748,1,0,0,0,0
1749,Train_1749,0,0,1,0,2
1750,Train_1750,1,0,0,0,0
1751,Train_1751,0,0,0,1,3
1752,Train_1752,0,0,1,0,2
1753,Train_1753,0,0,1,0,2
1754,Train_1754,0,0,0,1,3
1755,Train_1755,0,0,1,0,2
1756,Train_1756,0,0,0,1,3
1757,Train_1757,0,0,1,0,2
1758,Train_1758,0,0,0,1,3
1759,Train_1759,0,0,0,1,3
1760,Train_1760,1,0,0,0,0
1761,Train_1761,0,0,0,1,3
1762,Train_1762,0,0,0,1,3
1763,Train_1763,0,0,1,0,2
1764,Train_1764,0,0,1,0,2
1765,Train_1765,0,0,0,1,3
1766,Train_1766,0,0,1,0,2
1767,Train_1767,0,0,0,1,3
1768,Train_1768,0,0,0,1,3
1769,Train_1769,0,0,0,1,3
1770,Train_1770,1,0,0,0,0
1771,Train_1771,0,0,1,0,2
1772,Train_1772,0,0,1,0,2
1773,Train_1773,0,0,1,0,2
1774,Train_1774,1,0,0,0,0
1775,Train_1775,0,0,1,0,2
1776,Train_1776,1,0,0,0,0
1777,Train_1777,1,0,0,0,0
1778,Train_1778,1,0,0,0,0
1779,Train_1779,0,1,0,0,1
1780,Train_1780,0,1,0,0,1
1781,Train_1781,1,0,0,0,0
1782,Train_1782,1,0,0,0,0
1783,Train_1783,0,0,1,0,2
1784,Train_1784,0,1,0,0,1
1785,Train_1785,0,0,1,0,2
1786,Train_1786,0,0,1,0,2
1787,Train_1787,0,0,0,1,3
1788,Train_1788,0,0,1,0,2
1789,Train_1789,1,0,0,0,0
1790,Train_1790,0,0,1,0,2
1791,Train_1791,0,0,1,0,2
1792,Train_1792,0,0,1,0,2
1793,Train_1793,0,0,0,1,3
1794,Train_1794,1,0,0,0,0
1795,Train_1795,0,0,1,0,2
1796,Train_1796,0,0,1,0,2
1797,Train_1797,0,0,1,0,2
1798,Train_1798,0,0,1,0,2
1799,Train_1799,1,0,0,0,0
1800,Train_1800,0,0,0,1,3
1801,Train_1801,0,0,0,1,3
1802,Train_1802,0,0,1,0,2
1803,Train_1803,1,0,0,0,0
1804,Train_1804,0,0,0,1,3
1805,Train_1805,0,0,1,0,2
1806,Train_1806,0,0,0,1,3
1807,Train_1807,1,0,0,0,0
1808,Train_1808,1,0,0,0,0
1809,Train_1809,0,0,0,1,3
1810,Train_1810,1,0,0,0,0
1811,Train_1811,0,0,1,0,2
1812,Train_1812,0,0,0,1,3
1813,Train_1813,0,0,1,0,2
1814,Train_1814,1,0,0,0,0
1815,Train_1815,0,1,0,0,1
1816,Train_1816,0,0,0,1,3
1817,Train_1817,1,0,0,0,0
1818,Train_1818,1,0,0,0,0
1819,Train_1819,0,0,1,0,2
1820,Train_1820,0,0,0,1,3
